Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
UZXL94X6,journalArticle,2023,"Cherif, Asma; Badhib, Arwa; Ammar, Heyfa; Alshehri, Suhair; Kalkatawi, Manal; Imine, Abdessamad",Credit card fraud detection in the era of disruptive technologies: A systematic review,Journal of King Saud University - Computer and Information Sciences,,1319-1578,10.1016/j.jksuci.2022.11.008,https://www.sciencedirect.com/science/article/pii/S1319157822004062,"Credit card fraud is becoming a serious and growing problem as a result of the emergence of innovative technologies and communication methods, such as contactless payment. In this article, we present an in-depth review of cutting-edge research on detecting and predicting fraudulent credit card transactions conducted from 2015 to 2021 inclusive. The selection of 40 relevant articles is reviewed and categorized according to the topics covered (class imbalance problem, feature engineering, etc.) and the machine learning technology used (modelling traditional and deep learning). Our study shows a limited investigation to date into deep learning, revealing that more research is required to address the challenges associated with detecting credit card fraud through the use of new technologies such as big data analytics, large-scale machine learning and cloud computing. Raising current research issues and highlighting future research directions, our study provides a useful source to guide academic and industrial researchers in evaluating financial fraud detection systems and designing robust solutions.",1/1/2023,23/3/2026 11:08,23/3/2026 11:08,,145-174,,1,35,,Journal of King Saud University - Computer and Information Sciences,,,,,,,,,,,,,,,,,,,Machine learning; Deep learning; Class imbalance; Credit card fraud detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W6NQ5TCW,journalArticle,2024,"Shahin, Mohammad; Maghanaki, Mazdak; Hosseinzadeh, Ali; Chen, F. Frank",Advancing Network Security in Industrial IoT: A Deep Dive into AI-Enabled Intrusion Detection Systems,Advanced Engineering Informatics,,1474-0346,10.1016/j.aei.2024.102685,https://www.sciencedirect.com/science/article/pii/S1474034624003331,"The increasing use of Industrial Internet of Things (IIoT) devices has heightened concerns about cybersecurity threats, particularly botnet attacks. Traditional internet communication methods have consistently faced these challenges, leading to substantial economic losses for numerous manufacturing enterprises. As machine-to-machine communications grow, these attacks are becoming more prevalent. This research addresses the critical need for an AI-powered network intrusion detection system. We conducted an extensive literature review and implemented over 25 advanced Machine Learning (ML) algorithms, including various modifications, to detect botnet attacks on seven IoT devices. The primary objective was to develop robust and accurate models for identifying security threats and allow for a comprehensive performance benchmark for all these models utilizing the same dataset. Our findings revealed that certain models achieved near-perfect performance in detecting botnet attacks, while others were less effective. Our contributions include identifying high-performing ML models for botnet detection and demonstrating their applicability across various IoT devices. Future research should focus on validating these models with new datasets and exploring how the type and function of IoT devices influence detection performance and response time.",1/10/2024,23/3/2026 11:08,23/3/2026 11:08,,102685,,,62,,Advanced Engineering Informatics,,,,,,,,,,,,,,,,,,,Cybersecurity; Botnet Attacks; Industrial IoT; Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC82LIZ,journalArticle,2025,"Casino, Fran","Unveiling the multifaceted concept of cognitive security: Trends, perspectives, and future challenges",Technology in Society,,0160-791X,10.1016/j.techsoc.2025.102956,https://www.sciencedirect.com/science/article/pii/S0160791X25001460,"As a transversal concept tied to human evolution, security has increased its relevance at the same pace as development and digitisation. With the advancement of artificial intelligence (AI) and the sophistication of advanced persistent threats, the emerging paradigm of cognitive security (i.e., defined by some authors as the use of self-aware and adaptable AI with learning capabilities to detect and mitigate security threats) gains momentum. Nevertheless, cognitive security is a complex concept that requires a more granular description. In this article, we redefine cognitive security by first analysing the state of the art to derive the current state of practice and the definitions of cognitive security. Next, we expand the concept of cognitive security by analysing its multiple pillars, including learning theories, AI technologies, human–computer interactions, and the ethical and legal aspects impacting its development and implementation. The latter is crucial towards understanding cognitive security, providing insight into its potential and prerequisites towards its realisation while emphasising its multidisciplinary nature. In addition to such a description, we analyse the current challenges in three closely interconnected fields, namely cybersecurity, digital forensics, and digital investigations, to provide a taxonomy that can be used to assess the current challenges and limitations of cognitive security and understand its potential better. Finally, we propose future research directions, aiming to develop cognitive systems capable of continuous learning, adaptation, and ethical compliance in dynamic cybersecurity environments. Our findings highlight the role of cognitive computing systems in enhancing cybersecurity, discussing the integration of human cognition and AI for proactive and resilient security solutions.",1/12/2025,23/3/2026 11:08,23/3/2026 11:08,,102956,,,83,,Technology in Society,,,,,,,,,,,,,,,,,,,Cybersecurity; Artificial intelligence; Cognitive security; Human–computer interaction; Information systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL62RKBN,journalArticle,2025,"Liu, Wei; Gao, Peng; Zhang, Haotian; Li, Ke; Yang, Weiyong; Wei, Xingshen; Shu, Jiwu",Trace2Vec: Detecting complex multi-step attacks with explainable graph neural network,Pattern Recognition,,0031-3203,10.1016/j.patcog.2025.111363,https://www.sciencedirect.com/science/article/pii/S0031320325000238,"Complex multi-step attacks have caused significant damage to numerous critical infrastructures. Recognizing the pattern of such attacks is a challenging task, and graph neural network based methods have shown promising results via modeling the system’s events as a graph. However, existing methods still face several limitations when deployed in practice. First, there is a lack of sufficient real attack data especially considering the large volume of normal data. Second, attack patterns are complex and evolve over time due to the dynamic and heterogeneous nature of events. Third, the lack of explanation in learned models undermines the trustworthiness of such methods in production environments. To address the above challenges, in this paper, we propose an attack detection method, Trace2Vec. The approach first designs an corruption function to augment rare attack samples, and integrates them into the event graphs. Next, it models the event graphs via a continuous-time dynamic heterogeneous graph neural network. Finally, it employs the Monte Carlo tree search algorithm to identify events with greater contributions to the attack, thus enhancing the explainability of the detection result. We have implemented a prototype for Trace2Vec, and the experimental evaluations demonstrate its superior detection and explanation performance compared to existing methods.",1/6/2025,23/3/2026 11:08,23/3/2026 11:08,,111363,,,162,,Pattern Recognition,,,,,,,,,,,,,,,,,,,Anomaly detection; Attack sample construction; Complex multi-step attack; Dynamic heterogeneous graph; Explainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U82SCEXR,journalArticle,2026,"Shi, Yaxin; Yang, Guang; Wang, Xiao; Yu, Qianqian; Feng, Ying; Liu, Ang",A review of deep learning based anomaly detection,Neurocomputing,,0925-2312,10.1016/j.neucom.2025.132383,https://www.sciencedirect.com/science/article/pii/S0925231225030553,"With the rapid development of technology, anomaly detection has become a key topic in both research and practical applications. In recent years, deep learning has demonstrated a powerful ability to learn complex data features and automatically extract anomaly patterns, driving the rapid development of deep learning based anomaly detection methods. This paper presents a systematic overview of anomaly detection methods, with a focus on approaches based on machine learning and deep learning. On this basis, based on the type of input data, it is further categorized into anomaly detection based on non-time series data and time series data. The differences between the current mainstream anomaly detection techniques in terms of performance metrics, advantages, disadvantages, and applicable scenarios are also discussed in depth. The study shows that deep learning methods have significant advantages in processing high-dimensional complex data and extracting potential anomaly features. Finally, the current challenges of anomaly detection are summarized, and the future research directions are outlined.",1/3/2026,23/3/2026 11:08,23/3/2026 11:08,,132383,,,668,,Neurocomputing,,,,,,,,,,,,,,,,,,,Machine learning; Deep learning; Anomaly detection; Non-time series data; Time series data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKDI5W2W,journalArticle,2025,"Ali, Sijjad; Wang, Jia; Leung, Victor C.M.; Bashir, Farhan; Bhatti, Uzair Aslam; Wadho, Shuaib Ahmed; Humayun, Mamoona","CLDM-MMNNs: Cross-layer defense mechanisms through multi-modal neural networks fusion for end-to-end cybersecurity—Issues, challenges, and future directions",Information Fusion,,1566-2535,10.1016/j.inffus.2025.103222,https://www.sciencedirect.com/science/article/pii/S1566253525002957,"Cybersecurity threats have grown in complexity and scale, necessitating robust defense mechanisms that integrate multiple layers of network security. Multi-modal neural networks (MMNNs) have emerged as a powerful tool for addressing such challenges due to their ability to process and integrate heterogeneous data sources. This review provides an in-depth analysis of cross-layer defense mechanisms that leverage MMNNs for end-to-end cybersecurity. The study explores the foundational principles of MMNNs, their applications in intrusion detection, malware analysis, anomaly detection, and advanced persistent threat (APT) mitigation. The paper emphasizes the synergy between multi-modal data integration and neural network architectures, enabling real-time threat detection and adaptive response. By categorizing existing approaches and highlighting key advancements, this review outlines current limitations, including computational overhead and model interpretability, and suggests future research directions for developing efficient, scalable, and explainable MMNN-based defense systems.",1/10/2025,23/3/2026 11:08,23/3/2026 11:08,,103222,,,122,,Information Fusion,,,,,,,,,,,,,,,,,,,Cybersecurity; Cross-layer defense mechanisms; Data integration; Multi-Modal Neural Networks (MMNNs); Threat detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAQ72DFG,journalArticle,2021,"Rauf, Usman; Shehab, Mohamed; Qamar, Nafees; Sameen, Sheema",Formal approach to thwart against insider attacks: A bio-inspired auto-resilient policy regulation framework,Future Generation Computer Systems,,0167-739X,10.1016/j.future.2020.11.009,https://www.sciencedirect.com/science/article/pii/S0167739X20330338,"The ever-growing number of cyber crimes and incidents (i.e., data breaches, privilege escalation, and masquerade attacks) indicates that traditional cyber defense mechanisms designed to manage access control and understand human behavioral intent are unable to protect large organizations against organized malicious attacks. The existing state-of-the-art solutions, extensively rely on human decision making and correlation-based analysis, to understand the anomalous intent of an insider. This consequently leads to data breaches, hence making insider threats one of the biggest challenges faced by the cybersecurity community today. To deal with these issues, new access control architectures and models must focus on the integration of threat analytics, auto-resiliency, and fast response time to mitigate an ongoing threat in a timely manner. In this article, to address these issues and limitations, we propose an integrated access control policy regulation framework, designed on biological principles. The proposed framework provides the ground to efficiently integrate Threat Analytics with Policy Regulation Mechanism against insider threats. Another major contribution of this article is to model access control policy regulation mechanism as an auto-regulatory state transition system, which could autonomously change its state (policy configuration) in real-time against an emergent insider threat. As the last step, with the help of formal methods, we rigorously verify, evaluate, and test the performance of our proposed systems on a real-life threat test dataset.",1/4/2021,23/3/2026 11:08,23/3/2026 11:08,,412-425,,,117,,Future Generation Computer Systems,,,,,,,,,,,,,,,,,,,Cyber threat intelligence; Insider threats; Access control; Behavioral analysis; Bio-inspired design; Formal verification; Policy regulation; Threat analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DN7GIH9,journalArticle,2024,"Jaiswal, Ayshwarya; Dwivedi, Pragya; Dewang, Rupesh Kumar",Handling imbalance dataset issue in insider threat detection using machine learning methods,Computers and Electrical Engineering,,0045-7906,10.1016/j.compeleceng.2024.109726,https://www.sciencedirect.com/science/article/pii/S0045790624006530,"Insider threats, characterized by their baleful impact and substantial costs, arise from internal factors within organizations. These threats are rare and usually unnoticed, as the malicious actions are often submerged in numerous normal activities, causing dataset imbalance and making detection hard. To address these challenges, in this paper we propose a Two-Step Insider Threat Detection (TSITD) approach. First, it preprocesses the CERT r4.2 and r5.2 datasets into day-long sequences. Second, it handles the dataset imbalance and detects threats by forming various combinations of sampling techniques and classifiers, referred to as TSITD models. When we compare these TSITD models to baseline models, we observe a significant improvement in anomaly detection rate and balanced accuracy. The TSITD models also achieve higher rankings when evaluated using the Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) method.",1/12/2024,23/3/2026 11:08,23/3/2026 11:08,,109726,,,120,,Computers and Electrical Engineering,,,,,,,,,,,,,,,,,,,Machine learning; Insider threat detection; Feature engineering; Imbalance data; Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2YNCR89F,journalArticle,2019,"Soh, Charlie; Yu, Sicheng; Narayanan, Annamalai; Duraisamy, Santhiya; Chen, Lihui",Employee profiling via aspect-based sentiment and network for insider threats detection,Expert Systems with Applications,,0957-4174,10.1016/j.eswa.2019.05.043,https://www.sciencedirect.com/science/article/pii/S0957417419303781,"Historically, the harm caused by insiders has proven to be one of the greatest concerns for any organization. As such, it has received considerable attention from both the industrial and research communities. Existing works mainly focused on modeling the employees’ normal biometric behavior (e.g., human to device interaction pattern) to detect anomalous behavior which corresponds to the insider activity. However, it is unattainable to stop the insider at the final moment when the malicious act is being carried out. In this paper, we propose a novel framework which performs employee profiling based on aspect-based sentiments and social network information and examine its applicability for early detection of potential insider threats. On the contrary to the traditional sentiment analysis, aspect-based sentiment analysis provides more fine-grained information on the employee. Our framework employs a combination of deep learning techniques such as Gated Recurrent Unit (GRU) and skipgram to build temporal sentiment profiles for the employees. It then performs anomaly detection on the profiles and ranks the employees based on their respective anomaly score. Due to the absence of relevant benchmark dataset, we augmented the publicly available real-world Enron email corpus with an insider threat scenario to evaluate our framework. The evaluation results demonstrate that the augmentation is indeed reflected in the augmented employee’s anomaly ranking (i.e., from normal to abnormal) and her close associates are indeed placed closely to her when the profiles are visualized in the 2D space. The profiles obtained from our framework can also be used to complement any existing expert and intelligent systems with additional capabilities in handling textual information such as, integration with profiles obtained from biometric behavior to form a more comprehensive threat detection system.",30/11/2019,23/3/2026 11:08,23/3/2026 11:08,,351-361,,,135,,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,Anomaly detection; Insider threat; Aspect-based sentiment analysis; Network embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZC36464,journalArticle,2024,"Asmar, Muath; Tuqan, Alia",Integrating machine learning for sustaining cybersecurity in digital banks,Heliyon,,2405-8440,10.1016/j.heliyon.2024.e37571,https://www.sciencedirect.com/science/article/pii/S240584402413602X,"Cybersecurity continues to be an important concern for financial institutions given the technology's rapid development and increasing adoption of digital services. Effective safety measures must be adopted to safeguard sensitive financial data and protect clients from potential harm due to the rise in cyber threats that target digital organizations. The aim of this study is to investigates how machine learning algorithms are integrated into cyber security measures in the context of digital banking and its benefits and drawbacks. We initially provide a general overview of digital banks and the particular security concerns that differentiate them from conventional banks. Then, we explore the value of machine learning in strengthening cybersecurity defenses. We revealed that insider threats, distributed denial of service (DDoS) assaults, ransomware, phishing attacks, and social engineering are main cyberthreats that are digital banks exposed. We identify the appropriate machine learning algorithms such as support vector machines (SVM), recurrent neural networks (RNN), hidden markov models (HMM), and local outlier factor (LOF) that are used for detection and prevention cyberthreats. In addition, we provide a model that considers ethical concerns while constructing a cybersecurity framework to address potential vulnerabilities in digital banking systems. The advantages and disadvantages of incorporating machine learning into the cybersecurity strategy of digital banks are outlined using strengths, weaknesses, opportunities, threats (SWOT) analysis. This study seeks to provide a thorough knowledge of how machine learning may strengthen cybersecurity procedures, protect digital banks, and maintain customer trust in the ecosystem of digital banking.",15/9/2024,23/3/2026 11:08,23/3/2026 11:08,,e37571,,17,10,,Heliyon,,,,,,,,,,,,,,,,,,,Cybersecurity; Machine learning; Digital banking; Fraud detection; Phishing attacks; Security measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ7SKLHT,journalArticle,2024,"R.G., Gayathri; Sajjanhar, Atul; Xiang, Yong",Hybrid deep learning model using SPCAGAN augmentation for insider threat analysis,Expert Systems with Applications,,0957-4174,10.1016/j.eswa.2024.123533,https://www.sciencedirect.com/science/article/pii/S0957417424003981,"Cyberattacks from within an organization’s trusted entities are known as insider threats. Anomaly detection using deep learning requires comprehensive data, but insider threat data is not readily available due to confidentiality concerns of organizations. Therefore, there arises demand to generate synthetic data to explore enhanced approaches for threat analysis. We propose a linear manifold learning-based generative adversarial network, SPCAGAN, that takes input from heterogeneous data sources and adds a novel loss function to train the generator to produce high-quality data that closely resembles the original data distribution. Furthermore, we introduce a deep learning-based hybrid model for insider threat analysis. We provide extensive experiments for data synthesis, anomaly detection, adversarial robustness, and synthetic data quality analysis using benchmark datasets. In this context, empirical comparisons show that GAN-based oversampling is competitive with numerous typical oversampling regimes. For synthetic data generation, our SPCAGAN model overcame the problem of mode collapse and converged faster than previous GAN models. Results demonstrate that our proposed approach has a lower error, is more accurate, and generates substantially superior synthetic insider threat data than previous models.",1/9/2024,23/3/2026 11:08,23/3/2026 11:08,,123533,,,249,,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,Insider threat; Class imbalance; Adversarial robustness; Adversarial training; Generative adversarial networks; Hybrid deep learning models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7VPBITHI,journalArticle,2020,"Mishra, Subhankar",Learning from Usage Analysis of Mobile Devices,International Conference on Computational Intelligence and Data Science,,1877-0509,10.1016/j.procs.2020.03.375,https://www.sciencedirect.com/science/article/pii/S1877050920308413,"Mobile devices have evolved from just communication devices into an indispensable part of people’s lives in form of smartphones, tablets and smart watches. Devices are now more personal than ever and carry more information about a person than any other. Extracting user behaviour is rather difficult and time-consuming as most of the work previously has been manual or requires feature extraction. In this paper, a novel approach of user behavior detection is proposed with Deep Learning Network (DNN). Initial approach was to use recurrent neural network (RNN) along with LSTM for completely unsupervised analysis of mobile devices. Next approach is to extract features by using Long Short Term Memory (LSTM) to understand the user behaviour, which are then fed into the Convolution Neural Network (CNN). This work mainly concentrates on detection of user behaviour and anomaly detection for usage analysis of mobile devices. Both the approaches are compared against some baseline methods. Experiments are conducted on the publicly available dataset to show that these methods can successfully capture the user behaviors.",1/1/2020,23/3/2026 11:08,23/3/2026 11:08,,1648-1655,,,167,,Procedia Computer Science,,,,,,,,,,,,,,,,,,,Deep learning; Mobile; Devices; Usage Analysis; User behaviour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGSUCPYS,journalArticle,2026,"Alhasnawi, Bilal Naji; Sadeq, Abdellatif M.; Homod, Raad Z.; Hussain, Firas Faeq K.; Soběslav, Vladimír; Bureš, Vladimír","An extensive examination of cyberattacks, cybersecurity, and energy management in smart grid, including new advancements and machine learning",Energy Conversion and Management: X,,2590-1745,10.1016/j.ecmx.2025.101471,https://www.sciencedirect.com/science/article/pii/S2590174525006038,"Often referred to as next-generation power system, smart grid is regarded as a revolutionary and progressive progression of current power grids. More significantly, smart grid is anticipated to significantly improve distributed intelligence, demand response, and the efficiency and dependability of future power systems with renewable energy sources by integrating cutting-edge computing and communication technology. Because millions of electronic devices are connected by communication networks across vital power facilities, cyber security becomes a crucial concern in addition to the silent aspects of smart grid. This directly affects the dependability of such a vast infrastructure. This study provided a thorough analysis of smart grid cyber security concerns. Then, recent Machine Learning-based detection techniques are summarized.",1/1/2026,23/3/2026 11:08,23/3/2026 11:08,,101471,,,29,,Energy Conversion and Management: X,,,,,,,,,,,,,,,,,,,Smart grid; Machine learning; And false data injection; Cybersecurity mesh; Energy management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7M5N9WEK,journalArticle,2025,"Alhamdi, Mustafa J.M.; Lopez-Guede, Jose Manuel; AlQaryouti, Jafar; Rahebi, Javad; Zulueta, Ekaitz; Fernandez-Gamiz, Unai",AI-based malware detection in IoT networks within smart cities: A survey,Computer Communications,,0140-3664,10.1016/j.comcom.2025.108055,https://www.sciencedirect.com/science/article/pii/S014036642500012X,"The exponential expansion of Internet of Things (IoT) applications in smart cities has significantly pushed smart city development forward. Intelligent applications have the potential to enhance systems' efficiency, service quality, and overall performance. Smart cities, intelligent transportation networks, and other influential infrastructure are the main targets of cyberattacks. These attacks have the potential to undercut the security of important government, commercial, and personal information, placing privacy and confidentiality at risk. Multiple scientific studies indicate that Smart City cyberattacks can result in millions of euros in financial losses due to data compromise and loss. The importance of anomaly detection rests in its ability to identify and analyze illegitimacy within IoT data. Unprotected, infected, or suspicious devices may be unsafe for intrusion attacks, which have the potential to enter several machines within a network. This interferes with the network's provision of customer service in terms of privacy and safety. The objective of this study is to assess procedures for detecting malware in the IoT using artificial intelligence (AI) approaches. To identify and prevent threats and malicious programs, current methodologies use AI algorithms such as support vector machines, decision trees, and deep neural networks. We explore existing studies that propose several methods to address malware in IoT using AI approaches. Finally, the survey highlights current issues in this context, including the accuracy of detection and the cost of security concerns in terms of detection performance and energy consumption.",1/3/2025,23/3/2026 11:08,23/3/2026 11:08,,108055,,,233,,Computer Communications,,,,,,,,,,,,,,,,,,,Cybersecurity; Convolutional neural networks; Internet threats; IoT network; Malware detection; Smart cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STWPWME6,journalArticle,2024,"Diro, Abebe; Kaisar, Shahriar; Vasilakos, Athanasios V.; Anwar, Adnan; Nasirian, Araz; Olani, Gaddisa","Anomaly detection for space information networks: A survey of challenges, techniques, and future directions",Computers & Security,,0167-4048,10.1016/j.cose.2024.103705,https://www.sciencedirect.com/science/article/pii/S0167404824000063,"Space anomaly detection plays a critical role in safeguarding the integrity and reliability of space systems amid the rising tide of threats. This survey aims to deepen comprehension of space cyber threats through space threat modeling, and meticulously examine the unique challenges of space anomaly detection. The survey identifies scalability, real-time detection, limited labeled data availability, concept drift, and adversarial attacks as key challenges based on thorough literature analysis and synthesis. By extensively exploring state-of-the-art anomaly detection techniques, the study evaluates their applicability, strengths, and limitations within space networks. Going beyond analysis, a notable contribution of this work involves integrating stream-based and graph-based methods, tailored to capture the intricate temporal and structural relationships inherent in space networks. This innovative hybrid approach holds promise for heightened detection accuracy and sets the stage for future research endeavors. As space threats continue evolving in both number and sophistication, this survey timely provides insights, recommendations, and a clear roadmap for researchers, engineers, and practitioners to fortify space anomaly detection mechanisms.",1/4/2024,23/3/2026 11:08,23/3/2026 11:08,,103705,,,139,,Computers & Security,,,,,,,,,,,,,,,,,,,Cybersecurity; AIndex terms - anomaly detection; Dynamic space anomaly detection; Space anomaly detection; Space information networks; Space security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW6XL7E9,journalArticle,2024,"Messinis, Sotirios; Temenos, Nikos; Protonotarios, Nicholas E.; Rallis, Ioannis; Kalogeras, Dimitrios; Doulamis, Nikolaos",Enhancing Internet of Medical Things security with artificial intelligence: A comprehensive review,Computers in Biology and Medicine,,0010-4825,10.1016/j.compbiomed.2024.108036,https://www.sciencedirect.com/science/article/pii/S0010482524001203,"Over the past five years, interest in the literature regarding the security of the Internet of Medical Things (IoMT) has increased. Due to the enhanced interconnectedness of IoMT devices, their susceptibility to cyber-attacks has proportionally escalated. Motivated by the promising potential of AI-related technologies to improve certain cybersecurity measures, we present a comprehensive review of this emerging field. In this review, we attempt to bridge the corresponding literature gap regarding modern cybersecurity technologies that deploy AI techniques to improve their performance and compensate for security and privacy vulnerabilities. In this direction, we have systematically gathered and classified the extensive research on this topic. Our findings highlight the fact that the integration of machine learning (ML) and deep learning (DL) techniques improves both the performance of cybersecurity measures and their speed, reliability, and effectiveness. This may be proven to be useful for improving the security and privacy of IoMT devices. Furthermore, by considering the numerous advantages of AI technologies as opposed to their core cybersecurity counterparts, including blockchain, anomaly detection, homomorphic encryption, differential privacy, federated learning, and so on, we provide a structured overview of the current scientific trends. We conclude with considerations for future research, emphasizing the promising potential of AI-driven cybersecurity in the IoMT landscape, especially in patient data protection and in data-driven healthcare.",1/3/2024,23/3/2026 11:08,23/3/2026 11:08,,108036,,,170,,Computers in Biology and Medicine,,,,,,,,,,,,,,,,,,,Cybersecurity; Machine learning; Deep learning; Artificial intelligence; Internet of Medical Things; IoMT security; Networked medical devices; Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V64VIBHG,journalArticle,2026,"Wang, Wei; Liu, Yong; Meng, Qian; Chen, Zihang",DDoS attack detection and defense techniques in software defined networks: A survey,Computer Science Review,,1574-0137,10.1016/j.cosrev.2026.100921,https://www.sciencedirect.com/science/article/pii/S1574013726000304,"Traditional network architectures face operational rigidity due to static device configurations, which constrain network management efficiency and functional evolution. Software-Defined Networking (SDN) overcomes these limitations through controller-based centralized management, significantly improving network programmability. However, the fundamental separation between control and data planes introduces critical vulnerabilities to distributed denial-of-service (DDoS) attacks, where attackers can disable SDN operations by exhausting controller resources or saturating control channels. Recent research has produced various innovative solutions to address SDN-specific DDoS threats. This paper systematically reviews advancements in DDoS defense mechanisms for SDN environments, including the development of attack taxonomies with characteristic features, comprehensive assessments of architectural vulnerabilities, and critical evaluations of detection methodologies. Finally, we analyze the limitations of existing countermeasures against DDoS attacks and discussing potential development directions for future defense strategies.",1/5/2026,23/3/2026 11:08,23/3/2026 11:08,,100921,,,60,,Computer Science Review,,,,,,,,,,,,,,,,,,,Machine learning; Software defined networking; DDoS defense; DDoS detection; Distributed denial of service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8I595C9A,journalArticle,2026,"Nwafor, Chioma Ngozi; Nwafor, Obumneme; Brahma, Sanjukta; Acharyya, Madhusudan",A hybrid FAIR and XGBoost framework for cyber-risk intelligence and expected loss prediction,Expert Systems with Applications,,0957-4174,10.1016/j.eswa.2025.129920,https://www.sciencedirect.com/science/article/pii/S0957417425035353,"This paper presents a hybrid framework integrating the Factor Analysis of Information Risk (FAIR) model with XGBoost and SHAP explainablity for cyber risk intelligence. We extend traditional FAIR methodology by developing a composite Risk Exposure Score (RES) that unifies frequency, vulnerability, control maturity, loss severity, and operational downtime into a standardised metric for risk stratification and machine learning analysis. Our novel NIST CSF-based control maturity quantification provides objective measures of security effectiveness using technology (40%), process (35%), and people (25%) weightings derived from empirical correlation analysis. Testing on 3000 simulated cyber incident scenarios reveals threshold effects, with Expected Annual Loss exhibiting exponential growth beyond RES values of 0.4. SHAP analysis identifies Primary Loss and Technology Score as the most influential EAL predictors, demonstrating that control maturity effectiveness diminishes significantly in high-exposure environments. We deployed a Streamlit-based dashboard operationalising the framework for risk analysts, cyber insurers, and governance professionals. The system processes threat intelligence data, generates probabilistic risk scenarios, and provides real-time risk calculations through an interactive interface. This research contributes the first deployable integration of FAIR quantitative modelling with explainable ML, addressing the research-to-practice gap in cyber-risk quantification while supporting regulatory compliance requirements under NIS2 and SEC cybersecurity disclosure mandates.",1/3/2026,23/3/2026 11:08,23/3/2026 11:08,,129920,,,299,,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,XGBoost; Cyber-risk intelligence; Explainable machine learning and SHAP analysis; FAIR framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
